fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,Amazon_x,Decathlon_x,Deporvillage_x,anio,dia_semana,es_black_friday,mes,dia,nombre_dia,semana_anio,trimestre,es_fin_semana,es_festivo,es_cyber_monday,inicio_mes,fin_mes,inicio_trimestre,fin_trimestre,dia_anio,semana_mes,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,media_movil_7,descuento_pct,Amazon_y,Decathlon_y,Deporvillage_y,Amazon,Decathlon,Deporvillage,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail
2023-11-23,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,18,113.18,2037.24,83.16,107.45,97.34,2023,3,0,11,23,Thursday,47,4,0,0,0,0,0,0,0,327,4,14.0,14.0,12.0,17.0,22.0,19.0,11.0,15.571428571428571,-1.582608695652168,83.16,107.45,97.34,83.16,107.45,97.34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-24,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,44,97.75,4301.0,86.55,112.975,101.725,2023,4,1,11,24,Friday,47,4,0,0,0,0,0,0,0,328,4,18.0,14.0,14.0,12.0,17.0,22.0,19.0,16.571428571428573,-15.0,86.55,112.975,101.725,86.55,112.975,101.725,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,58,101.2,5869.6,90.4,122.1,107.3375,2023,5,0,11,25,Saturday,47,4,1,0,0,0,0,0,0,329,4,44.0,18.0,14.0,14.0,12.0,17.0,22.0,20.142857142857142,-11.999999999999998,90.4,122.1,107.3375,90.4,122.1,107.3375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,65,101.2,6578.0,92.725,120.4375,106.625,2023,6,0,11,26,Sunday,47,4,1,0,0,0,0,0,0,330,4,58.0,44.0,18.0,14.0,14.0,12.0,17.0,25.285714285714285,-11.999999999999998,92.725,120.4375,106.625,92.725,120.4375,106.625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,53,97.75,5180.75,87.6375,111.8375,101.9625,2023,0,0,11,27,Monday,48,4,0,0,1,0,0,0,0,331,4,65.0,58.0,44.0,18.0,14.0,14.0,12.0,32.142857142857146,-15.0,87.6375,111.8375,101.9625,87.6375,111.8375,101.9625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,41,105.8,4337.8,96.7875,128.97500000000002,114.4,2023,1,0,11,28,Tuesday,48,4,0,0,0,0,0,0,0,332,4,53.0,65.0,58.0,44.0,18.0,14.0,14.0,38.0,-8.000000000000004,96.7875,128.97500000000002,114.4,96.7875,128.97500000000002,114.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,36,105.8,3808.8,98.8125,126.0125,115.5,2023,2,0,11,29,Wednesday,48,4,0,0,0,0,0,0,0,333,5,41.0,53.0,65.0,58.0,44.0,18.0,14.0,41.857142857142854,-8.000000000000004,98.8125,126.0125,115.5,98.8125,126.0125,115.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-11-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,13,114.68,1490.84,89.73,116.17,103.16,2023,3,0,11,30,Thursday,48,4,0,0,0,0,1,0,0,334,5,36.0,41.0,53.0,65.0,58.0,44.0,18.0,45.0,-0.27826086956521145,89.73,116.17,103.16,89.73,116.17,103.16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-01,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,15,118.32,1774.8,90.71,119.96,105.26,2024,4,0,11,1,Friday,44,4,0,0,0,1,0,0,0,306,1,16.0,14.0,14.0,15.0,13.0,20.0,16.0,15.428571428571429,2.8869565217391244,90.71,119.96,105.26,90.71,119.96,105.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-02,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,21,113.69,2387.49,91.64,123.05,107.26,2024,5,0,11,2,Saturday,44,4,1,0,0,0,0,0,0,307,1,15.0,16.0,14.0,14.0,15.0,13.0,20.0,15.285714285714286,-1.1391304347826106,91.64,123.05,107.26,91.64,123.05,107.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-03,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,16,116.76,1868.16,93.11,121.32,107.32,2024,6,0,11,3,Sunday,44,4,1,0,0,0,0,0,0,308,1,21.0,15.0,16.0,14.0,14.0,15.0,13.0,15.428571428571429,1.5304347826087001,93.11,121.32,107.32,93.11,121.32,107.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-04,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,115.15,1612.1,92.75,117.01,107.56,2024,0,0,11,4,Monday,45,4,0,0,0,0,0,0,0,309,1,16.0,21.0,15.0,16.0,14.0,14.0,15.0,15.857142857142858,0.1304347826087006,92.75,117.01,107.56,92.75,117.01,107.56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-05,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,15,115.84,1737.6,92.6,121.01,108.04,2024,1,0,11,5,Tuesday,45,4,0,0,0,0,0,0,0,310,1,14.0,16.0,21.0,15.0,16.0,14.0,14.0,15.714285714285714,0.7304347826086987,92.6,121.01,108.04,92.6,121.01,108.04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-06,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,19,115.17,2188.23,93.07,123.01,106.85,2024,2,0,11,6,Wednesday,45,4,0,0,0,0,0,0,0,311,1,15.0,14.0,16.0,21.0,15.0,16.0,14.0,15.857142857142858,0.14782608695652322,93.07,123.01,106.85,93.07,123.01,106.85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-07,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,17,113.02,1921.34,92.98,119.8,108.65,2024,3,0,11,7,Thursday,45,4,0,0,0,0,0,0,0,312,1,19.0,15.0,14.0,16.0,21.0,15.0,16.0,16.571428571428573,-1.7217391304347862,92.98,119.8,108.65,92.98,119.8,108.65,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-08,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,16,113.95,1823.2,93.23,121.54,107.46,2024,4,0,11,8,Friday,45,4,0,0,0,0,0,0,0,313,2,17.0,19.0,15.0,14.0,16.0,21.0,15.0,16.714285714285715,-0.9130434782608671,93.23,121.54,107.46,93.23,121.54,107.46,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-09,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,15,116.49,1747.35,91.08,120.8,104.97,2024,5,0,11,9,Saturday,45,4,1,0,0,0,0,0,0,314,2,16.0,17.0,19.0,15.0,14.0,16.0,21.0,16.857142857142858,1.295652173913039,91.08,120.8,104.97,91.08,120.8,104.97,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-10,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,18,114.32,2057.76,91.08,120.37,106.12,2024,6,0,11,10,Sunday,45,4,1,0,0,0,0,0,0,315,2,15.0,16.0,17.0,19.0,15.0,14.0,16.0,16.0,-0.5913043478260929,91.08,120.37,106.12,91.08,120.37,106.12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-11,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,18,114.96,2069.28,92.99,120.7,103.5,2024,0,0,11,11,Monday,46,4,0,0,0,0,0,0,0,316,2,18.0,15.0,16.0,17.0,19.0,15.0,14.0,16.285714285714285,-0.034782608695657614,92.99,120.7,103.5,92.99,120.7,103.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-12,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,16,116.9,1870.4,93.01,120.7,106.87,2024,1,0,11,12,Tuesday,46,4,0,0,0,0,0,0,0,317,2,18.0,18.0,15.0,16.0,17.0,19.0,15.0,16.857142857142858,1.6521739130434834,93.01,120.7,106.87,93.01,120.7,106.87,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-13,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,15,113.43,1701.45,93.68,119.85,107.45,2024,2,0,11,13,Wednesday,46,4,0,0,0,0,0,0,0,318,2,16.0,18.0,18.0,15.0,16.0,17.0,19.0,17.0,-1.365217391304342,93.68,119.85,107.45,93.68,119.85,107.45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-14,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,118.44,1421.28,91.1,119.19,107.13,2024,3,0,11,14,Thursday,46,4,0,0,0,0,0,0,0,319,2,15.0,16.0,18.0,18.0,15.0,16.0,17.0,16.428571428571427,2.9913043478260852,91.1,119.19,107.13,91.1,119.19,107.13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-15,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,19,112.32,2134.08,91.5,118.28,107.44,2024,4,0,11,15,Friday,46,4,0,0,0,0,0,0,0,320,3,12.0,15.0,16.0,18.0,18.0,15.0,16.0,15.714285714285714,-2.3304347826087013,91.5,118.28,107.44,91.5,118.28,107.44,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-16,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,16,116.11,1857.76,91.94,119.26,107.19,2024,5,0,11,16,Saturday,46,4,1,0,0,0,0,0,0,321,3,19.0,12.0,15.0,16.0,18.0,18.0,15.0,16.142857142857142,0.9652173913043474,91.94,119.26,107.19,91.94,119.26,107.19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-17,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,16,114.79,1836.64,90.81,119.44,104.93,2024,6,0,11,17,Sunday,46,4,1,0,0,0,0,0,0,322,3,16.0,19.0,12.0,15.0,16.0,18.0,18.0,16.285714285714285,-0.18260869565216847,90.81,119.44,104.93,90.81,119.44,104.93,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-18,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,17,116.24,1976.08,92.12,123.77,107.21,2024,0,0,11,18,Monday,47,4,0,0,0,0,0,0,0,323,3,16.0,16.0,19.0,12.0,15.0,16.0,18.0,16.0,1.078260869565213,92.12,123.77,107.21,92.12,123.77,107.21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-19,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,118.2,1418.4,90.63,119.83,109.26,2024,1,0,11,19,Tuesday,47,4,0,0,0,0,0,0,0,324,3,17.0,16.0,16.0,19.0,12.0,15.0,16.0,15.857142857142858,2.7826086956521765,90.63,119.83,109.26,90.63,119.83,109.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-20,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,18,115.96,2087.28,91.24,122.58,106.52,2024,2,0,11,20,Wednesday,47,4,0,0,0,0,0,0,0,325,3,12.0,17.0,16.0,16.0,19.0,12.0,15.0,15.285714285714286,0.8347826086956467,91.24,122.58,106.52,91.24,122.58,106.52,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-21,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,18,112.13,2018.34,93.67,123.18,107.55,2024,3,0,11,21,Thursday,47,4,0,0,0,0,0,0,0,326,3,18.0,12.0,17.0,16.0,16.0,19.0,12.0,15.714285714285714,-2.4956521739130473,93.67,123.18,107.55,93.67,123.18,107.55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-22,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,18,118.06,2125.08,91.52,122.93,107.78,2024,4,0,11,22,Friday,47,4,0,0,0,0,0,0,0,327,4,18.0,18.0,12.0,17.0,16.0,16.0,19.0,16.571428571428573,2.6608695652173933,91.52,122.93,107.78,91.52,122.93,107.78,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-23,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,16,114.24,1827.84,93.12,120.72,105.97,2024,5,0,11,23,Saturday,47,4,1,0,0,0,0,0,0,328,4,18.0,18.0,18.0,12.0,17.0,16.0,16.0,16.428571428571427,-0.6608695652173957,93.12,120.72,105.97,93.12,120.72,105.97,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-24,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,16,113.28,1812.48,92.7,121.29,107.92,2024,6,0,11,24,Sunday,47,4,1,0,0,0,0,0,0,329,4,16.0,18.0,18.0,18.0,12.0,17.0,16.0,16.428571428571427,-1.4956521739130426,92.7,121.29,107.92,92.7,121.29,107.92,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,116.78,1401.36,92.03,119.47,107.95,2024,0,0,11,25,Monday,48,4,0,0,0,0,0,0,0,330,4,16.0,16.0,18.0,18.0,18.0,12.0,17.0,16.428571428571427,1.5478260869565228,92.03,119.47,107.95,92.03,119.47,107.95,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,18,118.22,2127.96,84.51,110.61,101.73,2024,1,0,11,26,Tuesday,48,4,0,0,0,0,0,0,0,331,4,12.0,16.0,16.0,18.0,18.0,18.0,12.0,15.714285714285714,2.799999999999999,84.51,110.61,101.73,84.51,110.61,101.73,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,13,116.6,1515.8,83.53,113.21,97.57,2024,2,0,11,27,Wednesday,48,4,0,0,0,0,0,0,0,332,4,18.0,12.0,16.0,16.0,18.0,18.0,18.0,16.571428571428573,1.391304347826082,83.53,113.21,97.57,83.53,113.21,97.57,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,15,117.58,1763.7,87.31,112.94,97.64,2024,3,0,11,28,Thursday,48,4,0,0,0,0,0,0,0,333,4,13.0,18.0,12.0,16.0,16.0,18.0,18.0,15.857142857142858,2.243478260869564,87.31,112.94,97.64,87.31,112.94,97.64,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,66,97.75,6451.5,88.2625,114.9125,106.2125,2024,4,1,11,29,Friday,48,4,0,0,0,0,0,0,0,334,5,15.0,13.0,18.0,12.0,16.0,16.0,18.0,15.428571428571429,-15.0,88.2625,114.9125,106.2125,88.2625,114.9125,106.2125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2024-11-30,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,80,101.2,8096.0,97.025,121.8625,108.5125,2024,5,0,11,30,Saturday,48,4,1,0,0,0,1,0,0,335,5,66.0,15.0,13.0,18.0,12.0,16.0,16.0,22.285714285714285,-11.999999999999998,97.025,121.8625,108.5125,97.025,121.8625,108.5125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-01,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,136.0,1360.0,112.24,109.52,118.42,2021,0,0,11,1,Monday,44,4,0,0,0,1,0,0,0,305,1,10.0,12.0,9.0,8.0,8.0,10.0,10.0,9.571428571428571,0.7407407407407408,112.24,109.52,118.42,112.24,109.52,118.42,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-02,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,135.92,1359.2,114.58,108.41,116.13,2021,1,0,11,2,Tuesday,44,4,0,0,0,0,0,0,0,306,1,10.0,10.0,12.0,9.0,8.0,8.0,10.0,9.571428571428571,0.6814814814814723,114.58,108.41,116.13,114.58,108.41,116.13,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-03,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,132.9,1196.1,114.43,111.17,119.03,2021,2,0,11,3,Wednesday,44,4,0,0,0,0,0,0,0,307,1,10.0,10.0,10.0,12.0,9.0,8.0,8.0,9.571428571428571,-1.5555555555555514,114.43,111.17,119.03,114.43,111.17,119.03,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-04,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,132.6,1193.4,112.11,111.15,117.26,2021,3,0,11,4,Thursday,44,4,0,0,0,0,0,0,0,308,1,9.0,10.0,10.0,10.0,12.0,9.0,8.0,9.714285714285714,-1.777777777777782,112.11,111.15,117.26,112.11,111.15,117.26,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-05,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,12,132.74,1592.88,114.32,108.78,118.62,2021,4,0,11,5,Friday,44,4,0,0,0,0,0,0,0,309,1,9.0,9.0,10.0,10.0,10.0,12.0,9.0,9.857142857142858,-1.6740740740740674,114.32,108.78,118.62,114.32,108.78,118.62,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-06,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,137.1,1508.1,114.23,105.9,118.98,2021,5,0,11,6,Saturday,44,4,1,0,0,0,0,0,0,310,1,12.0,9.0,9.0,10.0,10.0,10.0,12.0,10.285714285714286,1.5555555555555514,114.23,105.9,118.98,114.23,105.9,118.98,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-07,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,135.1,1351.0,111.85,110.13,121.71,2021,6,0,11,7,Sunday,44,4,1,0,0,0,0,0,0,311,1,11.0,12.0,9.0,9.0,10.0,10.0,10.0,10.142857142857142,0.07407407407406986,111.85,110.13,121.71,111.85,110.13,121.71,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-08,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,138.19,1243.71,115.04,107.19,115.57,2021,0,0,11,8,Monday,45,4,0,0,0,0,0,0,0,312,2,10.0,11.0,12.0,9.0,9.0,10.0,10.0,10.142857142857142,2.3629629629629614,115.04,107.19,115.57,115.04,107.19,115.57,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-09,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,138.88,1527.68,114.62,109.61,120.22,2021,1,0,11,9,Tuesday,45,4,0,0,0,0,0,0,0,313,2,9.0,10.0,11.0,12.0,9.0,9.0,10.0,10.0,2.8740740740740707,114.62,109.61,120.22,114.62,109.61,120.22,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-10,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,8,135.33,1082.64,112.79,108.35,116.98,2021,2,0,11,10,Wednesday,45,4,0,0,0,0,0,0,0,314,2,11.0,9.0,10.0,11.0,12.0,9.0,9.0,10.142857142857142,0.24444444444445373,112.79,108.35,116.98,112.79,108.35,116.98,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-11,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,135.05,1485.55,113.94,108.06,117.52,2021,3,0,11,11,Thursday,45,4,0,0,0,0,0,0,0,315,2,8.0,11.0,9.0,10.0,11.0,12.0,9.0,10.0,0.03703703703704546,113.94,108.06,117.52,113.94,108.06,117.52,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
